id,name,highway,oneway,defect_class,severity,tiger_reviewed,tiger_cfcc,tiger_name_base,surface,lanes,maxspeed
27919264,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,concrete,4,65 mph
27919266,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,5,65 mph
27919281,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,5,65 mph
27919296,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27919309,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
28436453,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,6,65 mph
280411122,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
304629863,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,3,65 mph
531746198,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,5,65 mph
531746199,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,4,65 mph
1042845607,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,5,65 mph
1043421065,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,3,65 mph
1044769770,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
1044769771,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,5,65 mph
1044770944,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
1055973576,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,4,65 mph
18979101,Commercial Drive,residential,,B,HIGH,no,A41,Commercial,,,
18987490,Commercial Drive,residential,,B,HIGH,no,A41,Commercial,,,
18987491,Commercial Drive,residential,,B,HIGH,no,A41,Commercial,,,
98598630,Commercial Drive,residential,,B,HIGH,no,A41,Commercial,,,
532033309,Commercial Drive,residential,,B,HIGH,no,A41,,,3,
532033314,Commercial Drive,residential,,B,HIGH,no,A41,,,4,
19067897,Corona Road,residential,,B,HIGH,no,A41,Corona,,,
966071712,Corona Road,residential,,B,HIGH,no,A41,Corona,,,
19058569,Cromwell Road,residential,,B,HIGH,no,A41,Cromwell,asphalt,3,
532171498,Cromwell Road,residential,,B,HIGH,no,A41,Cromwell,asphalt,,
19070710,Crossing Drive,service,,B,HIGH,no,A41,Crossing,,,
19070711,Crossing Drive,service,,B,HIGH,no,A41,Crossing,,,
19069798,Damon Road,residential,,B,HIGH,no,A41,Damon,asphalt,3,
532171495,Damon Road,residential,,B,HIGH,no,A41,Damon,,,
18982466,Danbury Road,residential,,B,HIGH,no,A41,Danbury,,,
19061169,Danbury Road,residential,,B,HIGH,no,A41,Danbury,,,
966071715,Danbury Road,residential,,B,HIGH,no,A41,Danbury,,,
966071716,Danbury Road,residential,,B,HIGH,no,A41,Danbury,,,
18980820,Darby Heath,residential,,B,HIGH,no,A41,Darby Heath,,,
32559319,Darby Heath,residential,,B,HIGH,no,A41,Darby Heath,,,
19055032,Deer Meadow Drive,residential,,B,HIGH,no,A41,Deer Meadow,,,
19063807,Deer Meadow Drive,residential,,B,HIGH,no,A41,Whitetail Meadow,,,
19064868,Deer Meadow Drive,residential,,B,HIGH,no,A41,Whitetail Meadows,,,
40837933,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,40 mph
40837934,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,3,50 mph
40837944,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,2,50 mph
40837989,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
138344625,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
532033241,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,7,40 mph
532033243,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,8,40 mph
532033251,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,7,40 mph
532033265,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,7,40 mph
532033274,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,40 mph
532033287,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,7,40 mph
532033292,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,40 mph
532033293,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,40 mph
532033305,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,40 mph
532033306,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,7,40 mph
532033307,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,3,50 mph
532033308,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,4,50 mph
532033311,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,40 mph
532033312,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,3,50 mph
532033313,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,2,50 mph
532033315,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,4,50 mph
532033316,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,3,50 mph
532033317,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,5,50 mph
532033318,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,3,50 mph
532033319,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,4,50 mph
532033326,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,4,50 mph
532033332,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,3,50 mph
532033339,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,5,50 mph
532033346,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,4,50 mph
532033378,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,4,50 mph
532033379,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,5,50 mph
532033380,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,6,50 mph
532033381,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,4,50 mph
532033383,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,3,50 mph
532033384,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,50 mph
532033386,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
532033388,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
532033389,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,50 mph
532033408,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
532033409,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
532033411,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,50 mph
532033414,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,50 mph
532033429,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,50 mph
532033432,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,50 mph
532033434,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,50 mph
532033440,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
532033444,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
532033448,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
532033475,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033480,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,6,50 mph
532033481,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
532033482,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033483,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
532033487,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033488,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,50 mph
532033489,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,4,50 mph
532033490,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033492,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,50 mph
532033494,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,7,50 mph
532033495,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,50 mph
532033496,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,7,50 mph
532033497,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,50 mph
532033499,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,50 mph
532033502,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033503,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033504,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,4,50 mph
532033505,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033506,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,4,50 mph
532033507,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033508,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033509,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033512,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,50 mph
532033513,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
532033515,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,6,50 mph
532033516,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,5,50 mph
532033521,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,5,50 mph
532033527,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,7,50 mph
532033532,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,6,50 mph
532033534,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,7,35 mph
532033568,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,6,35 mph
532033569,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,8,35 mph
532033571,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,6,35 mph
532033572,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,8,35 mph
532033573,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,7,35 mph
532033579,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,6,35 mph
532033583,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,35 mph
532033585,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,35 mph
532033588,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,35 mph
532124121,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,35 mph
532124125,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,35 mph
532124138,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,35 mph
532124153,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,35 mph
532124161,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,35 mph
532124171,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,7,35 mph
532124179,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,35 mph
532124187,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,35 mph
532124194,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,35 mph
532124202,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,35 mph
532124209,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,4,35 mph
532124215,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,6,35 mph
532124248,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,4,35 mph
544999399,Dixie Highway,trunk,yes,B,HIGH,no,A31,Dixie,,3,50 mph
698705027,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,7,35 mph
698705028,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,7,35 mph
698705029,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,5,35 mph
698705030,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,6,35 mph
698705031,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,5,35 mph
740899282,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,7,40 mph
742165904,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,5,35 mph
743276539,Dixie Highway,trunk,,B,HIGH,no,A31,Dixie,,5,50 mph
761614416,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,4,50 mph
762769658,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,35 mph
993274519,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,6,50 mph
993274520,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,asphalt,7,50 mph
1486968761,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
1486968762,Dixie Highway,primary,,B,HIGH,no,A31,Dixie,,5,50 mph
19056382,Donora Lane,residential,,B,HIGH,no,A41,Donora,,,
966071717,Donora Lane,residential,,B,HIGH,no,A41,Donora,,,
84231401,Dues Drive,residential,,B,HIGH,no,A45,Dues,,,
18981220,East Crescentville Road,tertiary,,B,HIGH,no,A41,Crescentville,,6,
531491719,East Crescentville Road,tertiary,,B,HIGH,no,A41,Crescentville,,5,
531491721,East Crescentville Road,tertiary,,B,HIGH,no,A41,Crescentville,,2,
543087176,East Crescentville Road,tertiary,,B,HIGH,no,A41,Crescentville,,2,
543087177,East Crescentville Road,tertiary,,B,HIGH,no,A41,Crescentville,,3,
543087178,East Crescentville Road,tertiary,,B,HIGH,no,A41,Crescentville,,5,
543087180,East Crescentville Road,tertiary,,B,HIGH,no,A41,Crescentville,,6,
19057564,East Fountain Avenue,residential,no,B,HIGH,no,A41,,asphalt,,
