id,name,highway,oneway,defect_class,severity,tiger_reviewed,tiger_cfcc,tiger_name_base,surface,lanes,maxspeed
19054681,Farragut Road,residential,,B,HIGH,no,A41,Farragut,asphalt,3,
532171497,Farragut Road,residential,,B,HIGH,no,A41,Farragut,,3,
737163137,Farragut Road,residential,,B,HIGH,no,A41,Farragut,,,
920649429,Farragut Road,residential,,B,HIGH,no,A41,Farragut,,,
19069080,Forest Avenue,residential,,B,HIGH,no,A41,Forest,,,
19069096,Forest Avenue,residential,,B,HIGH,no,A41,Forest,,,
19069097,Forest Avenue,residential,,B,HIGH,no,A41,Forest,,,
265075087,Forest Avenue,residential,,B,HIGH,no,A41,Forest,,,
19069303,Gambier Circle,residential,no,B,HIGH,no,A41,Gambier,asphalt,,
19069304,Gambier Circle,residential,,B,HIGH,no,A41,Gambier,asphalt,,
19071784,Glensprings Drive,residential,,B,HIGH,no,A41,Glensprings,,,
531746203,Glensprings Drive,residential,,B,HIGH,no,A41,Glensprings,,3,
531746207,Glensprings Drive,residential,,B,HIGH,no,A41,Glensprings,,3,
544990461,Glensprings Drive,tertiary,,B,HIGH,no,A41,Glensprings,,,
19061974,Gloria Avenue,residential,,B,HIGH,no,A41,Gloria,,,
628707885,Gloria Avenue,residential,,B,HIGH,no,A41,Gloria,,,
19058363,Golfview Drive,service,,B,HIGH,no,A41,Golfview,asphalt,,25 mph
19065913,Golfview Drive,service,,B,HIGH,no,A41,Golfview,asphalt,,25 mph
19071300,Grandin Avenue,residential,,B,HIGH,no,A41,Grandin,,,
19071301,Grandin Avenue,residential,,B,HIGH,no,A41,Grandin,,,
339545604,Grandin Avenue,residential,,B,HIGH,no,A41,Peach,asphalt,,25 mph
19069998,Grant Avenue,residential,,B,HIGH,no,A41,Grant,,,
700329587,Grant Avenue,residential,,B,HIGH,no,A41,Grant,,,
27919397,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,6,
27919398,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
121341620,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,6,
121341624,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
121341627,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
217920699,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,,
217920704,Hamilton Avenue,primary,no,B,HIGH,no,A21,Hamilton,,4,
217920707,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
225801688,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
245135788,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,7,
532646719,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
532646720,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
532646721,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
532646722,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,6,
532646723,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,6,
532646729,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
532646730,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
532646731,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
532646736,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
532646737,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
532646738,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
532646748,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
532646749,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
532646751,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,,
532646752,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
532646753,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
532646754,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,,
532646758,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
532646759,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
532646864,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,8,
532646866,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,7,
532646867,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
532646868,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
532646869,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
532646870,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
532646871,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,6,
532646872,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,7,
532646873,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,7,
532646874,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,7,
559732761,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
559732762,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,,
559732774,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
559732775,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
559732780,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
559732782,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
559732783,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
559732797,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
559732798,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
559732815,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,2,
559732816,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
559732817,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,3,
559732818,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
559732819,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
559732820,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
642983402,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
743787364,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,8,
925252647,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,6,
1366096113,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
1411777809,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,4,
1411777810,Hamilton Avenue,primary,,B,HIGH,no,A21,Hamilton,,5,
19054447,Hanover Road,residential,,B,HIGH,no,A41,Hanover,,,
966071713,Hanover Road,residential,,B,HIGH,no,A41,Hanover,,,
966071714,Hanover Road,residential,,B,HIGH,no,A41,Hanover,,,
19054430,Harmony Avenue,residential,,B,HIGH,no,A41,Harmony,,,
19054431,Harmony Avenue,residential,,B,HIGH,no,A41,Harmony,,,
19066842,Harrison Avenue,residential,no,B,HIGH,no,A41,Harrison,,,
217920698,Harrison Avenue,residential,,B,HIGH,no,A41,Harrison,,,
217920705,Harrison Avenue,residential,no,B,HIGH,no,A41,Harrison,,,
19056019,Hempstead Drive,residential,,B,HIGH,no,A41,Hempstead,,3,
549833427,Hempstead Drive,residential,,B,HIGH,no,A41,Hempstead,,,
19059453,Hickman Street,residential,,B,HIGH,no,A41,Hickman,,,
19059455,Hickman Street,residential,,B,HIGH,no,A41,Hickman,,,
920685651,Hickman Street,residential,,B,HIGH,no,A41,Hickman,,,
19052456,Hill Avenue,residential,,B,HIGH,no,A41,Hill,,,
653860513,Hill Avenue,residential,,B,HIGH,no,A41,Hill,,,
19057694,Hilltop Lane,residential,,B,HIGH,no,A41,Hilltop,,,
19057703,Hilltop Lane,residential,,B,HIGH,no,A41,Hilltop,,,
19055009,Houston Road,residential,,B,HIGH,no,A41,Houston,,4,
532646724,Houston Road,residential,,B,HIGH,no,A41,Houston,,3,
532646725,Houston Road,residential,,B,HIGH,no,A41,Houston,,,
532646726,Houston Road,residential,,B,HIGH,no,A41,Houston,,3,
532646727,Houston Road,residential,,B,HIGH,no,A41,Houston,,5,
19066993,Ingram Road,residential,,B,HIGH,no,A41,Ingram,,,
532171494,Ingram Road,residential,,B,HIGH,no,A41,Ingram,asphalt,3,
19057431,Inner Circle Drive,residential,,B,HIGH,no,A41,Inner Circle,,,
19056442,Joseph Street,residential,,B,HIGH,no,A41,Joseph,,,
19056444,Joseph Street,residential,,B,HIGH,no,A41,Joseph,,,
19054142,Junefield Avenue,residential,,B,HIGH,no,A41,Junefield,,,
19070681,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,,
532171264,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,,
532171265,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,4,
532171266,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,3,
532171268,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,4,
532171270,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,4,
532171389,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,3,
532171396,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,,
532171401,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,,
532171405,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,3,
551371424,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,3,
680734040,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,,
920649431,Kemper Meadow Drive,residential,,B,HIGH,no,A41,Kemper Meadow,asphalt,3,
19055169,Kenn Road,tertiary,,B,HIGH,no,A41,Kenn,,,
208936861,Kenn Road,tertiary,,B,HIGH,no,A41,Kenn,,3,
532171297,Kenn Road,tertiary,,B,HIGH,no,A41,Kenn,,3,
532171298,Kenn Road,tertiary,,B,HIGH,no,A41,Kenn,,,
532171299,Kenn Road,tertiary,,B,HIGH,no,A41,Kenn,,,
532171300,Kenn Road,tertiary,,B,HIGH,no,A41,Kenn,,3,
532171301,Kenn Road,tertiary,,B,HIGH,no,A41,Kenn,,3,
532171302,Kenn Road,tertiary,,B,HIGH,no,A41,Kenn,,3,
532171303,Kenn Road,tertiary,,B,HIGH,no,A41,Kenn,,,
532171306,Kenn Road,tertiary,,B,HIGH,no,A41,Kenn,,3,
19054457,Kinney Avenue,residential,,B,HIGH,no,A41,Kinney,,,
244646052,Kinney Avenue,residential,,B,HIGH,no,A41,Kinney,,,
920685652,Kinney Avenue,residential,,B,HIGH,no,A41,Kinney,,,
920685653,Kinney Avenue,residential,,B,HIGH,no,A41,Kinney,,,
19057682,Lake Circle Drive,service,,B,HIGH,no,A41,Lake Circle,,,
19057684,Lake Circle Drive,service,,B,HIGH,no,A41,Lake Circle,,,
19057686,Lake Circle Drive,service,,B,HIGH,no,A41,Lake Circle,,,
19072125,Lakenoll Drive,service,,B,HIGH,no,A41,Lakenoll,,,
642983409,Lakenoll Drive,service,yes,B,HIGH,no,A41,Lakenoll,,,
19060017,Lakeridge Drive,tertiary,,B,HIGH,no,A41,Lakeridge,,,35 mph
550390768,Lakeridge Drive,tertiary,,B,HIGH,no,A41,Lakeridge,,3,35 mph
966071706,Lakeridge Drive,tertiary,,B,HIGH,no,A41,Lakeridge,,,35 mph
19054645,Lakeside Drive,residential,,B,HIGH,no,A41,Lakeside,,,
19054646,Lakeside Drive,residential,,B,HIGH,no,A41,Lakeside,,,
19064959,Lakeview Drive,residential,,B,HIGH,no,A41,Lakeview,,,
19065914,Lakeview Drive,tertiary,,B,HIGH,no,A41,Lakeview,,,
31736172,Lakeview Drive,tertiary,,B,HIGH,no,A41,Lakeview,,,
432821166,Lakeview Drive,tertiary,-1,B,HIGH,no,A41,Lakeview,,,
432821167,Lakeview Drive,tertiary,,B,HIGH,no,A41,Lakeview,,,
966071710,Lakeview Drive,tertiary,,B,HIGH,no,A41,Lakeview,,,
1011566384,Lakeview Drive,tertiary,,B,HIGH,no,A41,Lakeview,,3,
531746217,Lawnview Avenue,residential,,B,HIGH,no,A41,Lawnview,asphalt,3,
531746223,Lawnview Avenue,residential,,B,HIGH,no,A41,Lawnview,asphalt,3,
531746339,Lawnview Avenue,residential,,B,HIGH,no,A41,Lawnview,asphalt,2,
757226032,Lawnview Avenue,residential,,B,HIGH,no,A41,Lawnview,asphalt,2,
757226033,Lawnview Avenue,residential,,B,HIGH,no,A41,Lawnview,,,
1313880761,Lawnview Avenue,residential,,B,HIGH,no,A41,Lawnview,asphalt,2,
19059656,Lincoln Avenue,residential,,B,HIGH,no,A41,Lincoln,,,
19059660,Lincoln Avenue,residential,,B,HIGH,no,A41,Lincoln,,,
969713218,Lincoln Avenue,residential,,B,HIGH,no,A41,Lincoln,,,
19053755,Long Lane,residential,,B,HIGH,no,A41,Long,,,
19053757,Long Lane,residential,,B,HIGH,no,A41,Long,,,
19055944,Lumberjack Drive,residential,,B,HIGH,no,A41,Lumberjack,,,
19055946,Lumberjack Drive,residential,,B,HIGH,no,A41,Lumberjack,,,
19072007,Madison Avenue,residential,,B,HIGH,no,A41,Madison,asphalt,,
19072011,Madison Avenue,residential,,B,HIGH,no,A41,Madison,,,
19072012,Madison Avenue,residential,,B,HIGH,no,A41,Madison,,,
19072013,Madison Avenue,residential,,B,HIGH,no,A41,Madison,,,
19072014,Madison Avenue,residential,,B,HIGH,no,A41,Madison,,,
19058570,Mallory Lane,service,,B,HIGH,no,A41,Mallory,,,
560119787,Mallory Lane,residential,,B,HIGH,no,A41,Mallory,,,
19054493,Mandarin Drive,residential,,B,HIGH,no,A41,Mandarin,asphalt,,
