id,name,highway,oneway,defect_class,severity,tiger_reviewed,tiger_cfcc,tiger_name_base,surface,lanes,maxspeed
112262574,Allenhurst Boulevard West,residential,,B,HIGH,no,A41,Allenhurst,asphalt,,
19065956,Anderson Way,unclassified,,B,HIGH,no,A41,Anderson,,3,
549116893,Anderson Way,unclassified,,B,HIGH,no,A41,Anderson,,,
683166091,Anderson Way,residential,,B,HIGH,no,A41,Anderson,,,
683166093,Anderson Way,residential,,B,HIGH,no,A41,Anderson,,,
19055101,Ardwick Lane,residential,,B,HIGH,no,A41,Ardwick,,,
19055102,Ardwick Lane,residential,,B,HIGH,no,A41,Ardwick,asphalt,,
19067955,Beekley Woods Drive,residential,,B,HIGH,no,A41,Beekley Woods,,,
1105049321,Beekley Woods Drive,service,,B,HIGH,no,A41,Beekley Woods,,,
200417091,Bishopsgate Drive,residential,,B,HIGH,no,A41,Bishopsgate,,,
18982435,Blossom Street,residential,,B,HIGH,no,A41,Blossom,,,
543072277,Blossom Street,residential,,B,HIGH,no,A41,Blossom,,,
19071957,Brandywine Drive,residential,,B,HIGH,no,A41,Brandywine,asphalt,,
19071959,Brandywine Drive,service,,B,HIGH,no,A41,Brandywine,asphalt,,
61357368,Brandywine Drive,service,,B,HIGH,no,A41,Brandywine,asphalt,,
61357380,Brandywine Drive,service,,B,HIGH,no,A41,Brandywine,asphalt,,
19052306,Buckeye Falls Drive,service,,B,HIGH,no,A41,Buckeye Falls,asphalt,,
52330170,Buckeye Falls Drive,service,,B,HIGH,no,A41,Buckeye Falls,,,
52330171,Buckeye Falls Drive,service,,B,HIGH,no,A41,Buckeye Falls,,,
560393627,Buckeye Falls Drive,service,,B,HIGH,no,A41,Buckeye Falls,,,
560393628,Buckeye Falls Drive,service,,B,HIGH,no,A41,Buckeye Falls,asphalt,,
18987200,Business Center Drive,residential,,B,HIGH,no,A41,Business Center,,,
248875190,Business Center Drive,residential,,B,HIGH,no,A41,Business Center,,,
19065158,Canal Road,residential,,B,HIGH,no,A41,Canal,,3,
531391814,Canal Road,residential,,B,HIGH,no,A41,Canal,,,
553155489,Canal Road,residential,,B,HIGH,no,A41,Canal,,3,
112260553,Carpenters Green Lane,residential,,B,HIGH,no,A41,Carpenters Green,,,
19059320,Carpenters Run,residential,,B,HIGH,no,A41,Carpenters,,,
112262527,Carpenters Run,residential,,B,HIGH,no,A41,Carpenters,,,
112262536,Carpenters Run,residential,,B,HIGH,no,A41,Carpenters,,,
112262541,Carpenters Run,residential,,B,HIGH,no,A41,Carpenters,,,
112262578,Carpenters Run,residential,,B,HIGH,no,A41,Carpenters,,,
19065634,Carpenters Run Drive,residential,,B,HIGH,no,A41,Carpenters Run,,,
19057479,Carruthers Pond Drive,residential,,B,HIGH,no,A41,Carruthers Pond,asphalt,,
36951646,Carruthers Pond Drive,residential,,B,HIGH,no,A41,Carruthers Pond,,,
33860380,Carver Road,unclassified,,B,HIGH,no,A41,Carver,,,
549116891,Carver Road,unclassified,,B,HIGH,no,A41,Carver,,,
549116892,Carver Road,unclassified,,B,HIGH,no,A41,Carver,,4,
549116894,Carver Road,unclassified,,B,HIGH,no,A41,Carver,,5,
549116895,Carver Road,unclassified,,B,HIGH,no,A41,Carver,,4,
18982675,Centre Park Drive,residential,no,B,HIGH,no,A41,Gano,asphalt,2,25 mph
203976714,Centre Park Drive,residential,no,B,HIGH,no,A74,Centre Park,asphalt,2,25 mph
19056169,Century Boulevard,residential,,B,HIGH,no,A41,Century,asphalt,6,
531487347,Century Boulevard,residential,,B,HIGH,no,A41,Century,asphalt,4,
531487348,Century Boulevard,residential,,B,HIGH,no,A41,Century,asphalt,5,
672205424,Century Boulevard,residential,,B,HIGH,no,A41,Century,asphalt,3,
672205425,Century Boulevard,residential,,B,HIGH,no,A41,Century,asphalt,3,
19053290,Century Circle East,residential,,B,HIGH,no,A41,Century,asphalt,,
19053396,Century Circle North,residential,,B,HIGH,no,A41,Century,asphalt,,
921937909,Century Circle North,residential,,B,HIGH,no,A41,Century,asphalt,,
19065949,Champion Way,residential,,B,HIGH,no,A41,Champion,,,
141907133,Champion Way,residential,,B,HIGH,no,A41,Champion,,,
19055380,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,,
19055383,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,,
61357838,Chester Road,residential,,B,HIGH,no,A41,Chester,asphalt,3,
531487296,Chester Road,residential,,B,HIGH,no,A41,Chester,,,
531487297,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,5,35 mph
553200923,Chester Road,tertiary,,B,HIGH,no,A41,Chester,asphalt,3,
553200924,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,5,35 mph
553200930,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,4,35 mph
553200933,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,4,35 mph
553200934,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,4,35 mph
553200935,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,5,35 mph
553200940,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,4,35 mph
553200941,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,6,35 mph
553200944,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,4,35 mph
553200946,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,4,35 mph
553200968,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,5,35 mph
553200973,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,5,35 mph
553200979,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,5,35 mph
553200982,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,4,35 mph
553201006,Chester Road,secondary,,B,HIGH,no,A41,Chester,asphalt,4,35 mph
553211009,Chester Road,secondary,,B,HIGH,no,A41,Chester,,5,35 mph
553225438,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,,
553225440,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,,
553225441,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,3,
553225442,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,,
553225443,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,,
553225444,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,3,
553225445,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,4,
553225446,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,5,
553225447,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,3,
553225448,Chester Road,tertiary,,B,HIGH,no,A41,Chester,,4,
19062704,Chesterdale Circle,service,,B,HIGH,no,A41,Chesterdale,,,
19062705,Chesterdale Circle,service,,B,HIGH,no,A41,Chesterdale,,,
19054244,Chesterdale Drive,service,,B,HIGH,no,A41,Chesterdale,,,
767855730,Chesterdale Drive,service,,B,HIGH,no,A41,Chesterdale,,,
923280457,Chesterdale Drive,service,,B,HIGH,no,A41,Chesterdale,,,
923280458,Chesterdale Drive,service,,B,HIGH,no,A41,Chesterdale,,,
19060507,Chesterdale Road,tertiary,,B,HIGH,no,A41,Chesterdale,asphalt,3,
27919155,Chesterdale Road,tertiary,,B,HIGH,no,A41,Chesterdale,,,25 mph
531487330,Chesterdale Road,tertiary,,B,HIGH,no,A41,Chesterdale,,,
19056780,Chicago Avenue,residential,,B,HIGH,no,A41,Chicago,,,
19056781,Chicago Avenue,residential,,B,HIGH,no,A41,Chicago,,,
921937915,Chicago Avenue,residential,,B,HIGH,no,A41,Chicago,,,
18982971,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,,3,
543087073,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,asphalt,4,
543087076,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,asphalt,4,45 mph
543087082,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,asphalt,3,45 mph
543087084,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,asphalt,3,
543087085,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,asphalt,4,
543087086,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,asphalt,4,
543087096,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,asphalt,3,45 mph
543087098,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,asphalt,4,45 mph
543087101,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,asphalt,3,45 mph
543087108,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,,,
543087111,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,,3,45 mph
543087112,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,,3,
543087114,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,,2,
543087116,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,,4,
543087118,Cincinnati-Dayton Road,secondary,,B,HIGH,no,A41,Cincinnati Dayton,,3,45 mph
18979178,Cindy Drive,residential,,B,HIGH,no,A41,Cindy,,,
18985789,Cindy Drive,residential,,B,HIGH,no,A41,Cindy,,,
24007955,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
24007956,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27918738,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27918755,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27918763,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27918794,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27918926,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27919025,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27919026,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,5,65 mph
27919031,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27919036,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27919107,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27919108,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
27919115,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,6,65 mph
27919116,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,5,65 mph
27919188,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,5,65 mph
27919264,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,concrete,4,65 mph
27919266,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,5,65 mph
27919281,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,5,65 mph
28436453,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,6,65 mph
28436454,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
531207176,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,4,65 mph
531746192,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
531746193,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,3,65 mph
531746194,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,5,65 mph
531746195,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
531746197,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,5,65 mph
531746198,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,5,65 mph
531746199,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,4,65 mph
921637536,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,4,65 mph
1055973576,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,4,65 mph
1086100722,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,asphalt,4,65 mph
1342074965,Circle Freeway,motorway,yes,B,HIGH,no,A15,I-275,,6,65 mph
18985680,Columbia Circle,residential,,B,HIGH,no,A41,Columbia,,,
18985682,Columbia Circle,residential,,B,HIGH,no,A41,Columbia,,,
84231463,Columbia Circle,residential,,B,HIGH,no,A41,Columbia,,,
84231466,Columbia Circle,residential,,B,HIGH,no,A41,Columbia,,,
1019963873,Commerce Boulevard,residential,,B,HIGH,no,A41,Commerce,,3,
1019963874,Commerce Boulevard,residential,,B,HIGH,no,A41,Commerce,,3,
1019963875,Commerce Boulevard,residential,,B,HIGH,no,A41,Commerce,,,
1019963876,Commerce Boulevard,residential,,B,HIGH,no,A41,Commerce,,,
19059055,Commons Drive,residential,,B,HIGH,no,A41,Commons,asphalt,6,
531487345,Commons Drive,residential,,B,HIGH,no,A41,Commons,asphalt,4,
531487346,Commons Drive,residential,,B,HIGH,no,A41,Commons,asphalt,3,
544229685,Commons Drive,residential,,B,HIGH,no,A41,Commons,asphalt,7,
660504522,Commons Drive,service,,B,HIGH,no,A41,Commons,,,
671942923,Commons Drive,residential,,B,HIGH,no,A41,Commons,asphalt,,
671942927,Commons Drive,residential,,B,HIGH,no,A41,Commons,asphalt,3,
671942930,Commons Drive,residential,,B,HIGH,no,A41,Commons,asphalt,3,
19051886,Congress Avenue,residential,,B,HIGH,no,A41,Congress,,,
19051890,Congress Avenue,residential,,B,HIGH,no,A41,Congress,,,
112262526,Cornell Road,tertiary,,B,HIGH,no,A41,Cornell,asphalt,3,
531207337,Cornell Road,tertiary,,B,HIGH,no,A41,Cornell,,,
553002660,Cornell Road,tertiary,,B,HIGH,no,A41,Cornell,asphalt,4,
553002664,Cornell Road,tertiary,,B,HIGH,no,A41,Cornell,asphalt,4,
553002667,Cornell Road,tertiary,,B,HIGH,no,A41,Cornell,asphalt,3,
19063301,Creek Road,tertiary,,B,HIGH,no,A41,Creek,,,25 mph
19063302,Creek Road,residential,,B,HIGH,no,A41,Creek,asphalt,,
206064171,Creek Road,tertiary,,B,HIGH,no,A41,Creek,asphalt,3,
531207346,Creek Road,tertiary,,B,HIGH,no,A41,Creek,asphalt,3,
531207347,Creek Road,tertiary,,B,HIGH,no,A41,Creek,asphalt,3,
531207349,Creek Road,tertiary,,B,HIGH,no,A41,Creek,,,25 mph
549117059,Creek Road,tertiary,,B,HIGH,no,A41,Creek,asphalt,3,25 mph
549117065,Creek Road,tertiary,,B,HIGH,no,A41,Creek,,3,25 mph
549117070,Creek Road,tertiary,,B,HIGH,no,A41,Creek,asphalt,4,25 mph
553002776,Creek Road,tertiary,,B,HIGH,no,A41,Creek,asphalt,3,25 mph
553002784,Creek Road,tertiary,,B,HIGH,no,A41,Creek,asphalt,3,25 mph
1105049351,Creek Road,tertiary,,B,HIGH,no,A41,Creek,,,25 mph
1105049352,Creek Road,tertiary,,B,HIGH,no,A41,Creek,,,25 mph
19063935,Creekwood Square,residential,,B,HIGH,no,A41,Creekwood,asphalt,,
19063936,Creekwood Square,service,,B,HIGH,no,A41,Creekwood,asphalt,,
19063937,Creekwood Square,service,,B,HIGH,no,A41,Creekwood,asphalt,,
19063938,Creekwood Square,residential,,B,HIGH,no,A41,Creekwood,asphalt,,
19055494,Crowne Point Drive,residential,,B,HIGH,no,A41,Crowne Point,asphalt,3,
19055495,Crowne Point Drive,tertiary,,B,HIGH,no,A41,Crowne Point,,,
19063433,Crowne Point Drive,residential,,B,HIGH,no,A41,Crowne Point,,3,
553155493,Crowne Point Drive,residential,,B,HIGH,no,A41,Crowne Point,asphalt,,
19064522,Crowne Point Place,tertiary,,B,HIGH,no,A41,Crowne Point,,,
553155486,Crowne Point Place,tertiary,,B,HIGH,no,A41,Crowne Point,,3,
553155487,Crowne Point Place,tertiary,,B,HIGH,no,A41,Crowne Point,,4,
553155511,Crowne Point Place,tertiary,,B,HIGH,no,A41,Crowne Point,,4,
19057861,Crystalview Court,residential,,B,HIGH,no,A41,Crystal View,,3,
531207234,Crystalview Court,residential,,B,HIGH,no,A41,Crystal View,,,
19062612,Dantzler Drive,residential,,B,HIGH,no,A41,Dantzler,,,
553375258,Dantzler Drive,residential,,B,HIGH,no,A41,Dantzler,,,
18980274,Daycrest Drive,residential,,B,HIGH,no,A41,Daycrest,,,
18984117,Dimmick Road,tertiary,,B,HIGH,no,A41,Dimmick,,,35 mph
27527208,Dimmick Road,tertiary,,B,HIGH,no,A41,Dimmick,,2,
531207300,Dimmick Road,tertiary,,B,HIGH,no,A41,Dimmick,,3,
679125309,Dimmick Road,tertiary,,B,HIGH,no,A41,Dimmick,,3,
